1738636601.1081564,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.2082589,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.2519813,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.3111823,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.3611827,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.432945,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.4908154,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.5511982,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.61403,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.6994548,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.7721293,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.8203797,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.8792686,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636601.9388392,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.0565088,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.1399689,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.2020864,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.2529037,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.324679,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.3905478,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.4436162,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.514596,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.573493,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.6330333,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.7033474,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.7718062,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.8553846,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.891936,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636602.9555702,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.092952,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.154497,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.2064726,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.2556334,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.3117955,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.372456,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.4373322,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.4920478,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.5589676,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.6228642,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.6917114,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
1738636603.7524738,0.0,-0.0,180.0,-0.0,0.0,0.0,0.0,0,0
